original_term;original_term_clean;clean_name;country_origin;holding;studio_location
Team Reptile;team_reptile;Team Reptile;NLD;;NLD
Team Salvato;team_salvato;Team Salvato;USA;;USA
Team Shanghai Alice;team_shanghai_alice;Team Shanghai Alice;JPN;;JPN
Team Shifty;team_shifty;Team Shifty;AUS;;AUS
Team Shuriken;team_shuriken;Team Shuriken;ESP;;ESP
Team Silent;team_silent;Team Silent;JPN;Konami Group;JPN
Team Soho;team_soho;Team Soho;JPN;Sony Interactive Entertainment;GBR
Team Tachyon;team_tachyon;Team Tachyon;JPN;Koei Tecmo Holdings;JPN
Team Tarsier;team_tarsier;Team Tarsier;SWE;Embracer Group;SWE
Team Train Frontier;team_train_frontier;Team Train Frontier;USA;;USA
Team TumbleSeed;team_tumbleseed;Team TumbleSeed;USA;;USA
Team WIBY;team_wiby;Team WIBY;AUS;;AUS
Team17;team17;Team17;GBR;;GBR
Team17 Digital Ltd;team17_digital_ltd;Team17;GBR;;GBR
Team17 Software;team17_software;Team17;GBR;;GBR
Team17 Software / Two Tribes;team17_software_two_tribes;Team17;GBR;;GBR
Team6;team6;Team6;NLD;;NLD
Team6 Game Studio;team6_game_studio;Team6;NLD;;NLD
Team6 Game Studios;team6_game_studios;Team6;NLD;;NLD
TeamFortress Software;teamfortress_software;TeamFortress Software;USA;Valve;AUS
Team-Infinite;team_infinite;Team Infinite;USA;;USA
TeamKill Media;teamkill_media;TeamKill Media;USA;;USA
TeamLava;teamlava;TeamLava;USA;Jam City;USA
Tears and Ichikawa Software;tears_and_ichikawa_software;Tears and Ichikawa Software;JPN;;JPN
TeaSet;teaset;TeaSet;JPN;;JPN
TEASOFT;teasoft;Tea Soft;KOR;;KOR
Teatime;teatime;Teatime;JPN;;JPN
Tec Toy;tec_toy;Tec Toy;BRA;;BRA
Techarts;techarts;Techarts;JPN;;JPN
TechFront;techfront;TechFront;BRA;;BRA
Techiku;techiku;Techiku;JPN;;JPN
Techland;techland;Techland;CHN;Tencent;POL
Technetium Games;technetium_games;Technetium Games;IND;;IND
Technical Associates Inc;technical_associates_inc;Technical Associates;USA;;USA
Techno Soleil;techno_soleil;Techno Soleil;JPN;;JPN
TechnoBrain;technobrain;TechnoBrain;JPN;;JPN
Technology Associates;technology_associates;Technology Associates;USA;;USA
Technos;technos;Technos;JPN;;JPN
Technos Japan;technos_japan;Technos;JPN;;JPN
Technos Japan Corporation;technos_japan_corporation;Technos;JPN;;JPN
TechnoSoft;technosoft;Technosoft;JPN;;JPN
TechnoSoft Co., Ltd.;technosoft_co_ltd;Technosoft;JPN;;JPN
TecMagic Entertainment;tecmagic_entertainment;TecMagic Entertainment;USA;;USA
TecMagik;tecmagik;TecMagik;USA;;USA
Tecmo;tecmo;Tecmo;JPN;Koei Tecmo Holdings;JPN
Tecmo / Graphic Research;tecmo_graphic_research;Tecmo;JPN;Koei Tecmo Holdings;JPN
Tecmo Koei;tecmo_koei;Tecmo;JPN;Koei Tecmo Holdings;JPN
Tecmo Koei Canada;tecmo_koei_canada;Tecmo;JPN;Koei Tecmo Holdings;CAN
Tecmo Koei Games;tecmo_koei_games;Tecmo;JPN;Koei Tecmo Holdings;JPN
Tecmo Koei Holdings;tecmo_koei_holdings;Tecmo;JPN;Koei Tecmo Holdings;JPN
Tectonic Studios;tectonic_studios;Tectonic Studios;USA;;USA
Tectoy Digital;tectoy_digital;Tec Toy;BRA;;BRA
Teeny Weeny Games;teeny_weeny_games;Teeny Weeny Games;GBR;;GBR
Tehkan;tehkan;Tehkan;JPN;Koei Tecmo Holdings;JPN
Teichiku Entertainment;teichiku_entertainment;Teichiku Entertainment;JPN;;JPN
Tek 5;tek_5;Tek 5;USA;;USA
Teknopants;teknopants;Teknopants;USA;;USA
Teku Studios;teku_studios;Teku Studios;ESP;;ESP
Telarium;telarium;Telarium;USA;;USA
Telegames;telegames;Telegames;USA;;USA
Telegames, Inc.;telegames_inc;Telegames;USA;;USA
Telenet;telenet;Telenet Japan;JPN;Telenet Japan;JPN
Telenet Japan;telenet_japan;Telenet Japan;JPN;Telenet Japan;JPN
Telenet Japan / Wolfteam;telenet_japan_wolfteam;Telenet Japan;JPN;Telenet Japan;JPN
Telenet Japan / Wolteam;telenet_japan_wolteam;Telenet Japan;JPN;Telenet Japan;JPN
Telesys;telesys;Telesys;USA;;USA
Telltale Games;telltale_games;Telltale Games;USA;;USA
Tell-Tale Production;tell_tale_production;Tell Tale Production;GBR;;GBR
Telstar;telstar;Telstar;GBR;;GBR
Tempest Software;tempest_software;Tempest Software;USA;;USA
TEN;ten;TEN;USA;;USA
Tencent Games;tencent_games;Tencent;CHN;Tencent;CHN
Tencent Technology(Shenzhen) Company Limited;tencent_technology;Tencent;CHN;Tencent;CHN
Tenco;tenco;Tenco;JPN;;JPN
Tengen;tengen;Tengen;JPN;Bandai Namco;USA
Tengo Project;tengo_project;Tengo Project;JPN;Natsume Atari;JPN
Tenky;tenky;Tenky;JPN;;JPN
Tentacle Games;tentacle_games;Tentacle Games;JPN;;JPN
Tenyo;tenyo;Tenyo;JPN;;JPN
Teotl Studios;teotl_studios;Teotl Studios;SWE;;SWE
Teque Interactive;teque_interactive;Teque Interactive;GBR;;GBR
Tequila Works;tequila_works;Tequila Works;CHN;Tencent;ESP
Tera Box;tera_box;Tera Box;JPN;;JPN
Terios;terios;Terios;JPN;;JPN
Terminal Reality;terminal_reality;Terminal Reality;USA;;USA
Terra Nova Development;terra_nova_development;Terra Nova Development;USA;;USA
Terraglyph Interactive Studios;terraglyph_interactive_studios;Terraglyph Interactive Studios;USA;;USA
TerraGlyph Interactive Studios, L.P.;terraglyph_interactive_studios;Terraglyph Interactive Studios;USA;;USA
Terratools;terratools;Terratools;DEU;;DEU
Terri Vellmann;terri_vellmann;Terri Vellmann;BRA;;BRA
Terrible Posture Games;terrible_posture_games;Terrible Posture Games;USA;;USA
Terrible Posture Games LLC;terrible_posture_games_llc;Terrible Posture Games;USA;;USA
Terrible Toybox;terrible_toybox;Terrible Toybox;USA;;USA
Terry Cavanagh;terry_cavanagh;Terry Cavanagh;IRL;;IRL
Terryglyph Interactive Studios;terryglyph_interactive_studios;Terryglyph Interactive Studios;USA;;USA
Tesseraction Games;tesseraction_games;Tesseraction Games;USA;;USA
TESTING COMPANY;testing_company;Testing Company;USA;;USA
Tetraedge;tetraedge;Tetraedge;FRA;;FRA
TetraEdge Games;tetraedge_games;Tetraedge;FRA;;FRA
Tetragon;tetragon;Tetragon;BRA;;BRA
Tetris Online;tetris_online;Tetris Online;USA;Tetris Holding;USA
Tetris Online America, Inc.;tetris_online_america_inc;Tetris Online;USA;Tetris Holding;USA
Tetris Online, Inc;tetris_online_inc;Tetris Online;USA;Tetris Holding;USA
Teyon;teyon;Teyon;POL;;POL
Teyon Entertainment;teyon_entertainment;Teyon;POL;;POL
TF-H Co Ltd;tf_h_co_ltd;TF H Co;JPN;;JPN
TGC;tgc;TGC;JPN;;JPN
TGL;tgl;TGL;JPN;;JPN
tha ltd.;tha_ltd;Tha;JPN;;JPN
thatgamecompany;thatgamecompany;Thatgamecompany;USA;;USA
That's;that_s;That;JPN;;JPN
The Adventure Company;the_adventure_company;The Adventure Company;SWE;Embracer Group;CAN
The Arcade Crew;the_arcade_crew;The Arcade Crew;FRA;;FRA
The Artistocrats;the_artistocrats;The Artistocrats;BEL;;BEL
The Assembly Line;the_assembly_line;The Assembly Line;GBR;;GBR
The Astronauts;the_astronauts;The Astronauts;POL;;POL
The Balance Inc;the_balance_inc;The Balance;BRA;;BRA
The Bartlet Jones Supernatural Detective Agency;the_bartlet_jones_supernatural_detective_agency;The Bartlet Jones;USA;;USA
The Bearded Ladies;the_bearded_ladies;The Bearded Ladies;SWE;;SWE
The Bearded Ladies Consulting;the_bearded_ladies_consulting;The Bearded Ladies;SWE;;SWE
The Behemoth;the_behemoth;The Behemoth;USA;;USA
The Bitmap Brothers;the_bitmap_brothers;The Bitmap Brothers;GBR;Rebellion Developments;GBR
The Chinese Room;the_chinese_room;The Chinese Room;CHN;Tencent;GBR
The Coalition;the_coalition;The Coalition;USA;Microsoft Corporation;CAN
The Code Monkeys;the_code_monkeys;The Code Monkeys;GBR;;GBR
The Codemasters Software Company Limited;the_codemasters_software_company_limited;Codemasters;USA;Electronic Arts;GBR
The Collective;the_collective;The Collective;USA;Amazon;USA
The Collective, Inc.;the_collective_inc;The Collective;USA;Amazon;USA
The Counter-Strike Team;the_counter_strike_team;The Counter Strike Team;USA;Valve;USA
The Creative Assembly;the_creative_assembly;Creative Assembly;JPN;Sega Sammy Holdings;GBR
The Dangerous Kitchen;the_dangerous_kitchen;The Dangerous Kitchen;AUS;;AUS
The Deep End Games;the_deep_end_games;The Deep End Games;USA;;USA
The Digital Lounge;the_digital_lounge;The Digital Lounge;FRA;;FRA
The Digital Village;the_digital_village;The Digital Village;GBR;;GBR
The Dreamerians;the_dreamerians;The Dreamerians;ARG;;ARG
The Dreamers Guild;the_dreamers_guild;The Dreamers Guild;USA;;USA
The EDGE Interactive;the_edge_interactive;The EDGE Interactive;GBR;;GBR
The Eighth Day;the_eighth_day;The Eighth Day;GBR;;GBR
The Farm 51;the_farm_51;The Farm 51;POL;;POL
The Fizz Factor;the_fizz_factor;The Fizz Factor;USA;Amaze Entertainment;USA
The Fullbright Company;the_fullbright_company;The Fullbright Company;USA;;USA
The Fun Pimps;the_fun_pimps;The Fun Pimps;USA;;USA
The Game Atelier;the_game_atelier;The Game Atelier;FRA;;FRA
The Game Bakers;the_game_bakers;The Game Bakers;FRA;;FRA
The Game Creators;the_game_creators;The Game Creators;GBR;;GBR
The Game Kitchen;the_game_kitchen;The Game Kitchen;ESP;;ESP
The Gentlebros;the_gentlebros;The Gentlebros;SGP;;SGP
The Illusions Gaming Company;the_illusions_gaming_company;The Illusions Gaming Company;USA;Disney;USA
The Indie Stone;the_indie_stone;The Indie Stone;GBR;;GBR
The Industry;the_industry;The Industry;USA;;USA
The Irregular Corporation;the_irregular_corporation;The Irregular;USA;Epic Games;GBR
The Kremlin;the_kremlin;The Kremlin;USA;;USA
The Learning Co.;the_learning_co;The Learning Company;USA;;USA
The Learning Company;the_learning_company;The Learning Company;USA;;USA
The LEGO Group;the_lego_group;Lego Media;DNK;;DNK
The Men Who Wear Many Hats LLC;the_men_who_wear_many_hats_llc;The Men Who Wear Many Hats;USA;;USA
The Method;the_method;The Method;USA;;USA
The Molasses Flood;the_molasses_flood;The Molasses Flood;POL;CD Projekt;USA
The Mustard Corporation;the_mustard_corporation;The Mustard;GBR;;GBR
The Muteki Corporation;the_muteki_corporation;The Muteki;USA;;USA
The NetHack DevTeam;the_nethack_devteam;The NetHack DevTeam;USA;;USA
The Neverhood;the_neverhood;The Neverhood;USA;;USA
The Neverhood, Inc.;the_neverhood_inc;The Neverhood;USA;;USA
The Odd Gentlemen;the_odd_gentlemen;The Odd Gentlemen;USA;;USA
The ONE;the_one;The ONE;JPN;;JPN
The Outsiders;the_outsiders;The Outsiders;USA;Take Two Interactive;SWE
The Parasight;the_parasight;The Parasight;POL;;POL
The Pencil Farm;the_pencil_farm;The Pencil Farm;USA;;USA
The Pitbull Syndicate Limited;the_pitbull_syndicate_limited;The Pitbull Syndicate Limited;USA;Atari SA;GBR
The PitbullÂ SyndicateÂ Limited;the_pitbull_syndicate_limited;The Pitbull Syndicate Limited;USA;Atari SA;GBR
The Pixel Hunt;the_pixel_hunt;The Pixel Hunt;FRA;;FRA
The PokÃ©mon Company;the_pokemon_company;Pokemon Company;JPN;Nintendo;JPN
The Quantum Astrophysicists Guild;the_quantum_astrophysicists_guild;The Quantum Astrophysicists Guild;USA;;USA
The Quinnspiracy;the_quinnspiracy;The Quinnspiracy;USA;;USA
The Riddler 24;the_riddler_24;The Riddler 24;USA;;USA
The Shape of Games to Come;the_shape_of_games_to_come;The Shape of Games to Come;USA;;USA
The Sims Studio;the_sims_studio;Maxis;USA;Electronic Arts;USA
The Software Refinery;the_software_refinery;The Software Refinery;USA;;USA
The Software Toolworks;the_software_toolworks;The Software Toolworks;USA;Mindscape;USA
The Station;the_station;The Station;CAN;;CAN
The Story Mechanics;the_story_mechanics;The Story Mechanics;GBR;;GBR
The Swordman Studio;the_swordman_studio;The Swordman Studio;CHN;;CHN
The Tetris Company;the_tetris_company;Tetris Company;USA;Tetris Holding;USA
The Unallied;the_unallied;The Unallied;GBR;;GBR
The Vanir Project;the_vanir_project;The Vanir Project;ESP;;ESP
The Voxel Agents;the_voxel_agents;The Voxel Agents;AUS;;AUS
The Working Parts;the_working_parts;The Working Parts;USA;;USA
The Workshop;the_workshop;The Workshop;USA;;USA
The ZMan;the_zman;The ZMan;USA;;USA
TheAngryWaffle;theangrywaffle;TheAngryWaffle;USA;;USA
Theatrix Interactive;theatrix_interactive;Theatrix Interactive;USA;;USA
thechineseroom;thechineseroom;The Chinese Room;CHN;Tencent;GBR
thedeadstu;thedeadstu;Thedeadstu;GBR;;GBR
theHans;thehans;TheHans;DEU;;DEU
Thekla, Inc.;thekla_inc;Thekla;USA;;USA
thelostone;thelostone;Thelostone;USA;;USA
TheMeatly Games;themeatly_games;TheMeatly Games;CAN;;CAN
thesetales;thesetales;Thesetales;ITA;;ITA
Thin Chen Enterprises;thin_chen_enterprises;Thin Chen Enterprises;TWN;;TWN
Thinice Games;thinice_games;Thinice Games;GBR;;GBR
Think and Feel;think_and_feel;Think and Feel;JPN;;JPN
Think!Ware Development;think_ware_development;ThinkWare Development;JPN;;JPN
ThinkArts;thinkarts;ThinkArts;IND;;IND
Thinking Machine Associates;thinking_machine_associates;Thinking Machine Associates;JPN;;JPN
Thinking Rabbit;thinking_rabbit;Thinking Rabbit;JPN;;JPN
ThinkingStars;thinkingstars;ThinkingStars;JPN;;JPN
ThinkOfGames;thinkofgames;ThinkOfGames;USA;;USA
ThinkTank;thinktank;ThinkTank;JPN;;JPN
Third Eye;third_eye;Third Eye;JPN;;JPN
Third Law Entertainment;third_law_entertainment;Third Law Interactive;USA;;USA
Third Law Interactive;third_law_interactive;Third Law Interactive;USA;;USA
Third Spirit Games;third_spirit_games;Third Spirit Games;USA;;USA
Third Wave;third_wave;Third Wave Games;USA;;USA
Third Wave Games;third_wave_games;Third Wave Games;USA;;USA
ThirtyThree;thirtythree;ThirtyThree;USA;;USA
Thomas Bedran;thomas_bedran;Thomas Bedran;USA;;USA
Thomas Biskup;thomas_biskup;Thomas Biskup;USA;;USA
Thomas Bowker;thomas_bowker;Thomas Bowker;USA;;USA
Thomas Happ Games;thomas_happ_games;Thomas Happ Games;USA;;USA
Thomas Woo;thomas_woo;Thomas Woo;JPN;;JPN
ThompsonSoft;thompsonsoft;ThompsonSoft;JPN;;JPN
Those Awesome Guys;those_awesome_guys;Those Awesome Guys;JPN;;JPN
THQ;thq;THQ;USA;THQ;USA
THQ Australia;thq_australia;THQ Australia;USA;THQ;AUS
THQ Australia Studios Pty Ltd.;thq_australia_studios_pty_ltd;THQ Australia;USA;THQ;AUS
THQ Digital Phoenix;thq_digital_phoenix;THQ Phoenix;USA;THQ;USA
THQ Nordic;thq_nordic;THQ Nordic;USA;THQ;AUT
Threaks;threaks;Threaks;JPN;;JPN
Three Barrels;three_barrels;Three Barrels;JPN;;JPN
Three Donkeys;three_donkeys;Three Donkeys;USA;;USA
Three Fields Entertainment;three_fields_entertainment;Three Fields Entertainment;GBR;;GBR
Three Flip Studios;three_flip_studios;Three Flip Studios;USA;;USA
Three Gates;three_gates;Three Gates;USA;;USA
Three One Zero;three_one_zero;Three One Zero;USA;;USA
Three Rings;three_rings;Three Rings;USA;;USA
Three Rings Design;three_rings_design;Three Rings Design;JPN;Sega Sammy Holdings;JPN
Through Games;through_games;Through Games;USA;;USA
ThroughLine Games;throughline_games;ThroughLine Games;USA;;USA
thumbfood Ltd.;thumbfood_ltd;Thumbfood;GBR;;GBR
Thunder Hammer Studios;thunder_hammer_studios;Thunder Hammer Studios;USA;;USA
Thunder Lotus Games;thunder_lotus_games;Thunder Lotus Games;CAN;;CAN
Thunder Mountain;thunder_mountain;Thunder Mountain;JPN;;JPN
Thunder Stone Japan;thunder_stone_japan;Thunder Stone Japan;JPN;;JPN
Thunderful Development;thunderful_development;Thunderful Publishing;JPN;;JPN
Thunderful Publishing AB;thunderful_publishing_ab;Thunderful Publishing;JPN;;JPN
Thunderstorm Entertainment Inc.,;thunderstorm_entertainment_inc;Thunderstorm Entertainment;JPN;;JPN
Tiburon Interactive Publishing;tiburon_interactive_publishing;Tiburon Interactive Publishing;USA;;USA
TickTock Games;ticktock_games;TickTock Games;USA;;USA
Tierra;tierra;Tierra;JPN;;JPN
Tiertex Design Studios;tiertex_design_studios;Tiertex Design Studios;USA;;USA
Tiertex Ltd;tiertex_ltd;Tiertex Design Studios;USA;;USA
TiGames;tigames;TiGames;USA;;USA
Tiger & Squid;tiger_squid;Tiger & Squid;JPN;;JPN
Tiger Games;tiger_games;Tiger Games;USA;;USA
Tigertron;tigertron;Tigertron;JPN;;JPN
Tigervision;tigervision;Tigervision;JPN;;JPN
Tigon;tigon;Tigon;JPN;;JPN
TikGames;tikgames;TikGames;USA;;USA
TikGames, LLC;tikgames_llc;TikGames;USA;;USA
Tikipod;tikipod;Tikipod;JPN;;JPN
Tilted Mill;tilted_mill;Tilted Mill;USA;;USA
Tilted Mill Entertainment;tilted_mill_entertainment;Tilted Mill;USA;;USA
Tilted Mill Entertainment, Inc.;tilted_mill_entertainment_inc;Tilted Mill;USA;;USA
Timberline Studio, Inc.;timberline_studio_inc;Timberline Studio;USA;;USA
Timbre Interactive;timbre_interactive;Timbre Interactive;USA;;USA
Time Warner Interactive;time_warner_interactive;Time Warner Interactive;USA;Warner Bros Discovery;USA
Time Warp Productions;time_warp_productions;Time Warp Productions;JPN;;JPN
TimeGate;timegate;TimeGate Studios;USA;;USA
TimeGate Studios;timegate_studios;TimeGate Studios;USA;;USA
TimeGate Studios / Monolith Productions;timegate_studios_monolith_productions;TimeGate Studios;USA;;USA
TimeGate Studios/Day 1 Studios;timegate_studios_day_1_studios;TimeGate Studios;USA;;USA
Timeline Interactive;timeline_interactive;Timeline Interactive;USA;;USA
TiMi Studios;timi_studios;TiMi Studio Group;CHN;;CHN
Timothy Stoehr;timothy_stoehr;Timothy Stoehr;JPN;;JPN
Tin Man Games;tin_man_games;Tin Man Games;USA;;USA
Tindalos Interactive;tindalos_interactive;Tindalos Interactive;USA;;USA
Tinderbox;tinderbox;Tinderbox;USA;;USA
TinkerBell;tinkerbell;TinkerBell;USA;;USA
Tinogames Inc.;tinogames_inc;Tinogames;USA;;USA
Tiny Speck, Inc;tiny_speck_inc;Tiny Speck;JPN;;JPN
TinyBuild Games;tinybuild_games;TinyBuild;USA;;USA
TinyCo, Inc.;tinyco_inc;TinyCo;JPN;;JPN
Titan Forge Games;titan_forge_games;Titan Forge Games;USA;;USA
Titan Studios;titan_studios;Titan Studios;USA;;USA
Titanite Games;titanite_games;Titanite Games;POL;;POL
Titanium Studios;titanium_studios;Titanium Studios;USA;;USA
Titus;titus;Titus Interactive;FRA;;FRA
Titus France SA;titus_france_sa;Titus Interactive;FRA;;FRA
Titus Software;titus_software;Titus Interactive;FRA;;FRA
Tivola;tivola;Tivola;DEU;;DEU
Tivola Interactive Media;tivola_interactive_media;Tivola;DEU;;DEU
Tivola Publishing GmbH;tivola_publishing_gmbh;Tivola;DEU;;DEU
Tiwak SAS;tiwak_sas;Tiwak;FRA;Ubisoft;FRA
TlÃ¶n Studios;tlon_studios;Tlon Studios;ARG;;ARG
TML Studios;tml_studios;TML Studios;DEU;;DEU
TN Games;tn_games;TN Games;USA;;USA
TNN;tnn;TNN;JPN;;JPN
TNT Games;tnt_games;TNT Games;USA;;USA
TnTGaming;tntgaming;TnTGaming;USA;;USA
Toadman Interactive;toadman_interactive;Toadman Interactive;SWE;Enad Global 7;SWE
Toaplan;toaplan;Toaplan;JPN;;JPN
Toasty Games;toasty_games;Toasty Games;USA;;USA
Toby Fox;toby_fox;Toby Fox;USA;;USA
Toco Games;toco_games;Toco Games;NLD;;NLD
toddm;toddm;Toddm;JPN;;JPN
Toei Animation;toei_animation;Toei Animation;JPN;;JPN
ToeJam & Earl Productions;toejam_earl_productions;ToeJam & Earl Productions;USA;;USA
TOHO;toho;Toho;JPN;;JPN
Toho Co., Ltd;toho_co_ltd;Toho;JPN;;JPN
Toho Co., Ltd.;toho_co_ltd;Toho;JPN;;JPN
Tohoku Shinsha;tohoku_shinsha;Toho;JPN;;JPN
Toka;toka;Toka;FRA;;FRA
Tokai Engineering;tokai_engineering;Tokai Engineering;JPN;;JPN
Tokuma Shoten;tokuma_shoten;Tokuma Shoten;JPN;;JPN
Tokyo Electron;tokyo_electron;Tokyo Electron;JPN;;JPN
Tokyo RPG Factory;tokyo_rpg_factory;Tokyo RPG Factory;JPN;Square Enix Holdings;JPN
Tokyo Shoseki;tokyo_shoseki;Tokyo Shoseki;JPN;;JPN
Tom Create;tom_create;Tom Create;JPN;;JPN
Tom Snyder Productions, Inc.;tom_snyder_productions_inc;Tom Snyder Productions;USA;Scholastic;USA
Tomas Sala;tomas_sala;Tomas Sala;NLD;;NLD
Tomcat System;tomcat_system;Tomcat System;JPN;;JPN
Tomi Maarela;tomi_maarela;Tomi Maarela;FIN;;FIN
Tommo;tommo;Tommo;USA;;USA
Tomoaki Sugeno;tomoaki_sugeno;Tomoaki Sugeno;JPN;;JPN
Tomorrow Corporation;tomorrow_corporation;Tomorrow;USA;;USA
Tomy;tomy;Tomy;JPN;Takara Tomy;JPN
Tomy Corporation;tomy_corporation;Tomy;JPN;Takara Tomy;USA
TonguÃ§ Bodur;tongui_bodur;Tongui Bodur;ISL;;ISL
Tonkin House;tonkin_house;Tonkin House;JPN;;JPN
tono / Ctrl+k;tono_ctrl_k;Tono Ctrl K;JPN;;JPN
Tony Sergi;tony_sergi;Tony Sergi;USA;;USA
Too Kyo Games;too_kyo_games;Too Kyo Games;JPN;;JPN
Toolbox Design Ltd.;toolbox_design_ltd;Toolbox Design;GBR;;GBR
TooShort4 Games;tooshort4_games;TooShortFor Games;USA;;USA
Top Heavy Studios;top_heavy_studios;Top Heavy Studios;USA;;USA
Top of the Orchard;top_of_the_orchard;Top of the Orchard;GBR;;GBR
TOPGAME;topgame;Top Games;CHN;;CHN
TOPICS Entertainment;topics_entertainment;TOPICS Entertainment;USA;;USA
Toplitz Productions;toplitz_productions;Toplitz Productions;AUT;;AUT
Toplitz Productions GmBh;toplitz_productions_gmbh;Toplitz Productions;AUT;;AUT
Topologika;topologika;Topologika;GBR;;GBR
TopWare;topware;TopWare Interactive;DEU;;DEU
TopWare Interactive;topware_interactive;TopWare Interactive;DEU;;DEU
TopWare Interactive Poland;topware_interactive_poland;TopWare Interactive;DEU;;DEU
Torn Banner Studios;torn_banner_studios;Torn Banner Studios;CAN;;CAN
Tornado Studios;tornado_studios;Tornado Studios;USA;;USA
Torpex Games;torpex_games;Torpex Games;USA;;USA
Torpex Games LLC;torpex_games_llc;Torpex Games;USA;;USA
Torturas;torturas;Torturas;ESP;;ESP
Torus Games;torus_games;Torus Games;AUS;;AUS
Torus Games Pty. Ltd.;torus_games_pty_ltd;Torus Games;AUS;;AUS
TOSE;tose;Tose;JPN;;JPN
Tose;tose;Tose;JPN;;JPN
TOSE Software;tose_software;Tose;JPN;;JPN
Toshiba EMI;toshiba_emi;Toshiba EMI;JPN;;JPN
Toshiba EMI Ltd;toshiba_emi_ltd;Toshiba EMI;JPN;;JPN
Totabiento;totabiento;Totabiento;JPN;;JPN
Total Eclipse;total_eclipse;Total Eclipse;USA;;USA
Total Mayhem Games;total_mayhem_games;Total Mayhem Games;NLD;;NLD
Totally Games;totally_games;Totally Games;USA;;USA
Totem Games;totem_games;Totem Games;RUS;;RUS
Touchable;touchable;Touchable;FRA;;FRA
Touchdown Entertainment;touchdown_entertainment;Touchdown Entertainment;USA;;USA
Touchstone;touchstone;Touchstone;USA;Disney;USA
Toukana Interactive;toukana_interactive;Toukana Interactive;DEU;;DEU
Tour De Pizza;tour_de_pizza;Tour De Pizza;ITA;;ITA
Touz;touz;Touz;JPN;;JPN
